street,paris,Bonne Nouvelle,rue d'Alexandrie,48.8681271,2.3506508
street,paris,Mail,rue d'Argout,48.8659587,2.3434727
street,paris,Bonne Nouvelle,rue Beauregard,48.8693015,2.3496863
street,paris,Mail,rue Brongniart,48.8697241,2.3426492
street,paris,Bonne Nouvelle,galerie du Caire,48.8681457,2.3492347
street,paris,Bonne Nouvelle,passage du Grand Cerf,48.86481269999999,2.3493517
street,paris,Bonne Nouvelle,galerie Saint-Denis,48.8675492,2.3512447
street,paris,Bonne Nouvelle,impasse Saint-Denis,48.8656138,2.3497755
street,paris,Bonne Nouvelle,rue des Forges,48.8678335,2.3489129
street,paris,Bonne Nouvelle,cour du Roi François,,
street,paris,Gaillon,rue Gaillon,48.8682266,2.3340148
street,paris,Gaillon,rue de Gramont,48.8700889,2.3368387
street,paris,Vivienne,rue Paul Lelong,48.8676095,2.3415241
street,paris,Vivienne,rue Lulli,48.8680648,2.3372129
street,paris,Gaillon,rue Méhul,48.8674469,2.3347026
street,paris,Vivienne,galerie Montmartre,48.8705781,2.341975
street,paris,Mail,rue de Mulhouse,48.8686292,2.3469908
street,paris,Bonne Nouvelle,rue Notre-Dame de Bonne Nouvelle,48.8697695,2.3497315
street,paris,Vivienne,rue des Petits Pères,48.86624399999999,2.3406315
street,paris,Bonne Nouvelle,rue Saint-Sauveur,48.8659679,2.3489989
street,paris,Mail,rue du Sentier,48.8693783,2.3459711
street,paris,Vivienne,rue des Filles Saint-Thomas,48.8688891,2.3390342
street,paris,Mail,rue Tiquetonne,48.8647642,2.3473493
street,paris,Bonne Nouvelle,rue de Tracy,48.8681071,2.3524318
street,paris,Bonne Nouvelle,passage de la Trinité,48.8658101,2.3512258
street,paris,Vivienne,galerie des Variétés,48.8709014,2.3416515
street,paris,Gaillon,boulevard des Italiens,48.8712872,2.3359677
street,paris,Gaillon,place de l'Opéra,48.8702856,2.3326326
street,paris,Bonne Nouvelle,boulevard de Bonne Nouvelle,48.870164,2.3505201
street,paris,Sainte-Avoye,passage de l'Horloge À Automates,48.862317,2.352406
street,paris,Archives,rue Barbette,48.8588794,2.3607038
street,paris,Archives,rue de Béarn,48.8570526,2.3660996
street,paris,Enfants Rouges,rue Caffarelli,48.8637273,2.3619812
street,paris,Arts et Métiers,rue Salomon de Caus,48.8674496,2.3539614
street,paris,Enfants Rouges,rue Charlot,48.8628796,2.3625658
