"street",paris,"Palais Royal","galerie de Valois"
"street",paris,"Palais Royal","péristyle de Valois"
"street",paris,"Halles","rue Vauvilliers"
"street",paris,"Place Vendôme","place Vendôme"
"street",paris,"Palais Royal","passage Vérité"
"street",paris,"Bonne Nouvelle","passage de Cléry"
"street",paris,"Mail","rue de Cléry"
"street",paris,"Vivienne","passage Colbert"
"street",paris,"Mail","rue du Croissant"
"street",paris,"Gaillon","rue Dalayrac"
"street",paris,"Gaillon","rue Daunou"
"street",paris,"Vivienne","galerie Feydeau"
"street",paris,"Vivienne","rue Feydeau"
"street",paris,"Mail","rue Saint-Fiacre"
"street",paris,"Bonne Nouvelle","passage Sainte-Foy"
"street",paris,"Bonne Nouvelle","galerie Sainte-Foy"
"street",paris,"Bonne Nouvelle","rue Sainte-Foy"
"street",paris,"Bonne Nouvelle","place Goldoni"
"street",paris,"Mail","rue des Jeûneurs"
"street",paris,"Bonne Nouvelle","passage du Bourg L'Abbé"
"street",paris,"Gaillon","rue Marsollier"
"street",paris,"Bonne Nouvelle","rue du Nil"
"street",paris,"Vivienne","passage des Panoramas"
"street",paris,"Vivienne","passage des Petits Pères"
"street",paris,"Bercy","place du Bataillon Du Pacifique"
"street",paris,"Picpus","route de la Plaine"
"street",paris,"Bel Air","rue Rottembourg"
"street",paris,"Bel Air","boulevard Soult"
"street",paris,"Picpus","passage Stinville"
"street",paris,"Bel Air","rue du Rendez-Vous"
"street",paris,"Bel Air","voie Y/12"
"street",paris,"Bel air","voie DD/12"
"street",paris,"Maison Blanche","voie AJ/13"
"street",paris,"Gare","voie AN/13"
"street",paris,"Salpêtrière","place Louis Armstrong"
"street",paris,"Gare","rue Raymond Aron"
"street",paris,"Gare","rue Jean Arp"
"street",paris,"Maison Blanche","rue Barrault"
"street",paris,"Maison Blanche","rue Henri Becque"
"street",paris,"Salpêtrière","rue de Bellièvre"
"street",paris,"Salpêtrière","voie BL/13"
"street",paris,"Maison Blanche","rue de la Maison Blanche"
"street",paris,"Maison Blanche","rue Boussingault"
"street",paris,"Salpêtrière","rue Paul Klee"
"street",paris,"Maison Blanche","rue Charbonnel"
"street",paris,"Gare","rue Charcot"
"street",paris,"Maison Blanche","allée du Parc de Choisy"
"street",paris,"Maison Blanche","avenue de la Porte de Choisy"
"street",paris,"Gare","impasse Clisson"
"street",paris,"Croulebarbe","rue des Cordelières"
"street",paris,"Croulebarbe","rue Corvisart"
"street",paris,"Gare","rue Dalloz"
"street",paris,"Maison Blanche","voie DC/13"
